"","X_R24834A_2","X_R24834A_1","X_R21723B_2","X_37014_1","X_31616_1","X_R35073B_1","X_7158_1","X_R35073B_2","X_R40334B_1","X_R40334B_2","X_R30875B_2","X_R30875B_1","X_R21723B_1","X_40064_1","X_R9288_1","X_Rou7776B_1","X_Rou7776B_2","X_ROU7788A_1","X_ROU7788A_2","X_21868_1","X_35794_1","X_Rou6223B_2","X_Rou6223B_1","X_776_1","X_R41544A_1","X_R9288_2","X_R16380_1","X_R16380_2","X_R41544A_2","X_R34914A_1","X_R19459B_2","X_R34914A_2","X_R29425B_2","X_33098_1","X_24339_1","X_20026_2","X_20026_1","X_14501_1","X_R19880A_10","X_R19880A_9","X_R19459B_1","X_R40757A_2","X_R40757A_3","X_R25549B_2","X_R25549B_1","X_R29425B_1"
"FGFR3",5,1,2,2,7,3,1,3,2,3,2,4,3,5,0,1,2,0,2,4,2,2,2,2,2,3,1,4,6,3,2,8,9,16,1,5,2,9,1,1,4,2,2,5,9,4
"FHL1",8,7,2,4,12,12,15,17,25,32,23,10,10,137,7,62,74,4,6,6,21,9,5,42,9,2,17,19,8,14,8,14,35,10,21,3,3,4,3,1,2,326,322,25,13,46
"FHP1",0,0,0,38,5,1,4,1,0,0,0,0,1,2,0,0,1,0,0,5,3,0,0,5,0,2,1,0,2,1,1,0,0,2,2,5,1,2,20,27,1,1,0,1,0,1
"FKBP9P1",0,0,0,12,1,1,2,2,2,3,0,0,0,4,0,2,3,1,3,6,13,1,0,4,4,0,1,1,0,2,0,0,0,1,4,2,0,1,1,1,1,1,0,0,0,1
"FLJ16779",0,0,0,1,1,0,0,1,0,0,0,0,0,1,9,0,2,1,0,0,0,0,0,2,0,7,1,0,1,0,0,3,1,2,0,4,0,0,1,0,0,0,0,0,0,0
"FLJ36000",0,0,3,3,3,0,0,1,0,1,1,2,1,0,7,1,2,0,0,1,5,4,3,14,0,3,1,1,2,8,9,8,6,4,0,31,13,18,2,0,3,0,0,5,4,6
"FMOD",5,3,1,20,3,0,47,0,3,0,0,0,2,1,3,1,0,17,16,1,11,0,2,8,0,7,1,4,1,3,0,2,2,1,0,1,6,1,2,2,1,0,0,0,1,2
"FNDC9",0,0,1,2,2,1,0,0,1,0,0,1,0,3,0,1,0,0,1,2,2,1,1,5,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
"FOS",31,41,16,92,21,9,71,19,26,28,2,5,19,20,7,16,14,9,9,2,60,6,14,48,10,13,18,12,10,38,24,28,29,29,9,17,81,25,19,14,25,7,7,82,75,32
"FOXA1",0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,0,1,1,0,0,1,0,0,0,0,0,4,1,0,1,3,5,0,11,0,2,2,0,0,1,6,0,0,2,1,0
"FOXA2",9,3,1,0,3,0,0,1,0,1,3,2,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,8,0,0,0,1,3,20,3,2,0,0,1,0,8,3,4,3,0
"FOXA3",72,85,17,2,2,5,8,7,0,2,7,6,12,21,9,24,35,0,0,2,8,10,12,17,3,7,1,6,6,9,1,11,4,197,4,1,2,0,0,1,0,34,36,5,9,10
"FOXD4",1,0,1,0,1,3,1,2,1,1,1,0,0,0,0,0,2,3,2,3,1,2,3,1,1,0,4,5,0,1,0,1,1,1,4,0,0,2,0,0,1,2,0,0,0,0
"FOXD4L1",1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,2,1,0,2,0,1,0,1,4,0,0,0,0,3,1,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
"FRAS1",157,140,0,0,2,11,6,16,2,2,62,60,2,0,0,4,6,1,3,15,2,2,2,2,9,0,3,2,7,0,2,1,6,478,7,0,1,3,1,2,1,23,15,1,1,5
"FREM1",18,16,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,3,0,1,0,0,1,0,0,1,1,5,18,0,1,0,1,0,0,0,9,7,1,1,5
"FRG2HP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,1,0,0,5,0,0,0,10,0,0,0,0,0
"FRMPD4",0,0,2,0,1,1,1,3,1,5,4,0,1,0,1,1,0,0,0,0,3,1,0,4,0,0,0,2,0,1,3,0,0,0,5,2,1,1,0,1,0,4,3,6,4,0
"FRY-AS1",0,0,0,5,1,4,1,3,1,0,0,0,0,1,0,1,2,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,0,2,5,4,12,0,0,0,0,2,5,1,2,1
"FRZB",0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
"FTCD",2,0,2,6,5,2,1,1,1,3,4,4,6,1,1,2,0,0,0,0,3,2,3,8,4,1,0,3,8,12,3,12,6,2,1,2,11,10,2,4,3,0,0,4,2,12
"FTH1P20",2,2,2,1,2,2,1,1,0,0,2,1,1,4,1,2,0,4,4,4,2,0,0,1,0,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,2,1,1,1,0
"FTLP12",4,7,3,0,6,4,2,1,0,2,2,0,0,5,1,0,0,0,0,3,2,0,2,0,1,0,1,1,0,1,0,3,0,4,0,1,2,3,2,1,1,1,2,0,2,1
"FUT5",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FXYD6",0,1,1,0,3,1,5,0,0,1,3,5,0,0,0,1,0,0,0,7,4,1,2,2,1,0,0,0,0,2,1,4,0,17,1,4,22,0,0,0,1,0,0,1,1,2
"FYN",786,757,48,147,1345,619,343,664,190,195,555,581,33,4899,125,1107,1154,336,308,493,883,410,496,173,111,96,162,160,119,746,132,978,268,111,2569,4673,5648,53,670,818,172,1604,1353,603,589,289
"GABRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,8,0,1,0,0,0,0,0,1,2,0,0,0
"GABRB2",39,30,66,960,7,36,39,30,47,63,187,190,76,2,24,45,52,8,12,419,96,12,16,487,1,16,734,820,1,12,115,13,9,125,16,376,592,130,9,9,111,1,11,26,20,1
"GABRB3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,54,3,0,0,50,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20
"GABRQ",5,3,3,19,0,0,1,0,0,0,42,36,0,2,1,0,0,1,0,23,16,9,13,16,1,1,1,0,2,1,0,1,4,1,2,38,13,23,0,0,0,0,0,0,0,1
"GAD1",60,66,11,10,25,1,41,4,15,23,23,15,15,11,6,9,12,32,36,2,42,16,12,15,5,7,18,12,6,17,63,27,73,118,5,3,5,13,16,30,68,13,5,5,9,62
"GALNT13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALNT15",2,0,1,0,1,2,1,1,1,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,2,3,2,1,1,1,1,0,0,1,0,1,2,0
"GALNT5",2,0,13,4,2,8,1,4,1,0,9,6,7,3,5,1,1,2,4,0,1,2,2,1,1,3,0,0,2,1,2,1,1,119,9,0,0,9,44,58,3,0,0,3,2,2
"GAPDHP14",2,0,2,0,0,2,1,0,0,0,0,2,3,2,1,1,0,0,0,6,1,0,0,5,0,0,0,1,0,1,1,4,1,3,2,0,1,5,10,5,0,31,28,2,3,1
"GAPDHP62",1,0,1,0,2,0,6,3,1,1,3,0,0,1,2,1,0,1,0,0,1,0,0,0,3,0,1,0,1,0,2,2,2,3,2,5,2,5,0,1,2,1,1,1,0,0
"GAPDHP68",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0
"GAS2L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GASK1A",2,0,0,0,0,0,0,1,0,0,4,2,0,0,1,1,1,0,0,23,0,0,0,0,0,0,4,4,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1
"GATA2",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,3,1,3,1,1,0,0,1,0,0,0,0,0,1,1,1,0
"GATA5",0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,2,1,2,1,0,0,0,0,2,0,1
"GATA6",0,0,0,11,2,0,3,0,2,1,0,0,0,2,0,1,0,0,1,1,15,0,4,3,1,1,1,0,1,4,0,6,2,0,0,58,53,3,0,0,2,1,0,0,2,1
"GBA3",1,0,1,0,0,0,0,0,2,4,5,1,0,0,2,0,0,0,0,0,3,3,6,5,0,3,10,6,0,1,0,2,1,3,0,1,0,0,0,2,0,1,0,0,1,0
"GBP1P1",1,0,0,2,0,4,1,1,0,0,2,1,0,3,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,4,13,8,1,0,0,0,0,0,1,0,0,0,4
"GCNT2P1",2,0,4,3,1,0,1,0,0,3,1,0,1,1,2,0,0,2,2,0,3,0,1,1,0,1,0,1,3,0,1,0,0,1,0,0,1,3,1,0,0,0,0,2,1,0
"GCNT4",8,6,10,4,5,12,1,5,5,8,1,1,7,0,4,2,0,2,0,0,4,7,3,16,4,0,9,4,4,2,8,1,18,29,6,5,1,7,4,10,13,10,11,10,5,7
"GDF7",4,0,5,25,9,5,3,8,2,5,6,10,2,14,71,3,9,15,17,8,7,3,3,18,10,52,8,5,3,2,9,5,2,15,16,9,7,11,11,12,5,6,6,5,3,5
"GEM",13,5,10,146,131,29,111,45,39,50,36,29,11,26,67,25,41,50,63,26,299,116,154,70,40,41,33,21,55,172,56,224,27,103,67,774,1924,184,31,39,67,63,56,59,65,29
"GFRA2",0,0,1,0,0,5,0,2,1,0,1,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,0,0,0,0,2,1,0,0,1
"GFRA3",1,0,2,2,4,1,2,3,1,0,1,1,1,0,0,0,0,2,4,0,3,0,1,3,0,2,1,3,1,0,0,1,1,1,2,1,0,0,0,0,0,3,0,1,0,1
"GFY",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,6,0,0,1,9,0,0,1,3,0,0,0,0,1
"GGT2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"GIMAP3P",0,0,0,1,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,1,1,0,0,0,0,0
"GJA1",0,0,0,269,0,0,0,0,1,0,0,1,0,0,3,1,4,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
"GJB7",3,0,2,0,6,0,1,2,5,1,7,3,2,5,1,0,1,1,4,1,3,0,1,3,0,1,2,1,0,2,0,0,1,3,0,10,21,3,2,0,2,2,0,5,3,1
"GK3P",0,1,0,2,1,0,0,2,0,0,1,0,0,2,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,3,5,2,0,0,0,0,2,0,1,0
"GLIS1",0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,1,1,2,1,1,2,0,0,0,0,1
"GLP1R",0,0,1,2,0,0,0,0,1,0,6,1,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,1,0,3,0,2,1,0,0,0,1,0,0,1,1,3,2,0
"GLRA1",0,1,0,1,2,0,1,2,1,1,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,3,3,0,0,0,2,0,2,1,0,0,1,2
"GLRA2",0,0,0,0,1,1,2,0,1,1,0,0,0,3,1,0,0,1,0,2,3,1,1,0,1,0,1,1,1,0,2,2,1,1,4,5,0,6,0,2,1,2,2,1,2,5
"GLYATL2",32,31,17,55,10,82,81,95,4,5,9,3,23,0,0,48,33,4,0,16,14,1,1,71,2,0,68,76,0,0,5,1,34,199,2,28,20,0,17,8,4,143,135,34,52,57
"GMNC",0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,3,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"GNA14",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,2,3,0
"GNAI1",3,1,0,1,5,93,0,97,3,4,1,3,0,0,0,1,3,1,0,2,3,0,1,1,6,0,2,2,5,0,0,0,1,33,71,2,0,3,9,5,0,49,34,4,2,1
"GNAQ",0,1,0,1,11,0,1,1,0,0,1,3,2,1,0,1,0,3,4,3,1,554,655,3,3,0,0,1,10,20,28,24,11,29,51,4,2,1,0,0,26,5,1,4,2,8
"GNG13",0,0,1,1,0,0,0,1,1,1,1,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,0,1,0,0,1,0,1,1,3,2,2,2,0,1,0,2,1,0,1,2
"GOLGA7B",0,0,0,1,1,0,1,0,2,1,1,0,2,1,0,0,0,0,1,3,1,2,5,0,0,0,0,1,1,3,2,1,4,4,1,1,4,0,1,2,4,0,1,1,0,4
"GOLGA8K",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLGA8S",0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GOLT1A",1,1,5,0,0,1,1,2,1,2,2,1,6,3,6,7,9,0,0,9,0,0,0,0,1,4,0,0,1,0,0,0,0,9,0,0,0,2,0,0,0,2,2,1,2,3
"GPAT2",4,3,289,4,245,130,3,121,17,19,44,43,245,350,1,22,28,0,1,6,2,1,3,143,17,2,2,2,9,67,51,80,82,414,28,3,1,0,118,126,59,151,118,153,108,91
"GPAT2P1",0,0,0,0,0,1,0,1,1,2,8,1,0,72,0,0,0,0,0,0,0,0,0,23,5,0,0,1,1,4,8,2,6,1,0,0,0,0,7,12,15,25,27,29,17,12
"GPC6",0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,41,0,0,1,21,0,0,30,22,0,0,0,2,1,8,0,2,1,0,0,0,0,3,3,0,0,0
"GPR151",0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"GPR158",0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,2,2,0,0,2,0,0,0,1,2
"GPR162",0,0,0,6,4,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,1,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GPR171",27,23,11,2,3,47,9,61,1,0,15,22,7,45,3,28,33,0,0,77,1,0,4,67,2,1,4,5,5,1,8,5,60,119,1,5,4,3,8,8,4,91,101,17,20,58
"GPR173",0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,7,0,2,4,1,0,0,0,0,1,0,1,0,1,0
"GPR25",3,4,27,2,20,1,0,3,1,2,7,10,29,7,4,5,4,1,1,19,95,1,1,6,0,11,2,0,1,2,3,1,2,11,2,2,2,0,0,2,4,4,7,2,3,0
"GPR31",0,2,0,0,0,0,4,1,2,3,0,3,0,2,1,1,4,3,1,3,5,3,0,19,0,0,5,1,0,0,0,0,2,4,0,0,0,0,0,3,0,1,1,0,0,3
"GPR37",0,0,2,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1,0
"GPR37L1",2,1,3,2,5,0,1,0,1,0,1,0,1,9,1,0,0,0,0,4,6,1,0,2,0,0,0,0,1,0,2,4,1,7,3,5,3,2,1,1,0,0,1,2,2,1
"GPR82",56,69,1,0,10,69,6,85,10,16,9,22,1,0,1,42,43,3,4,5,0,17,26,10,12,2,4,3,16,7,9,9,78,9,15,8,0,12,19,42,1,42,26,4,8,78
"GPRC5A",4,2,0,0,30,1,8,4,3,5,0,2,0,3,5,1,1,0,0,6,11,11,9,0,2,8,2,2,4,60,4,84,0,15,58,1,2,3,0,1,0,2,3,4,2,1
"GPRC5D",0,0,1,13,24,5,0,12,7,8,0,0,0,0,12,8,10,1,1,0,3,1,1,0,0,12,0,0,0,2,9,2,2,1,3,6,2,10,15,4,3,0,0,27,24,3
"GPRC5D-AS1",1,2,0,62,26,23,0,18,1,5,1,0,0,0,64,39,49,0,0,0,9,1,2,0,1,42,0,1,0,29,47,23,8,1,6,6,6,70,67,76,43,5,1,10,5,11
"GPS2P1",0,0,1,6,2,0,8,0,4,4,2,9,0,2,8,0,1,3,8,8,5,9,18,18,8,12,7,7,4,3,3,5,0,0,10,1,2,5,5,10,6,0,1,5,7,0
"GPSM1",0,2,1,1,5,3,3,1,3,3,0,2,0,1,1,0,2,0,0,1,6,4,5,0,3,1,1,0,4,8,0,8,0,0,21,3,5,0,0,0,2,2,2,2,2,0
"GRAMD4P8",0,0,0,24,71,2,3,9,15,7,0,0,0,0,1,0,0,0,1,0,24,1,4,1,3,0,1,1,1,0,6,2,0,2,96,8,13,10,0,0,5,5,7,7,3,0
"GRAP2",286,265,12,2512,1315,199,105,202,328,330,233,254,13,177,125,100,120,163,156,178,405,241,316,308,120,102,556,547,131,405,726,533,283,149,819,1751,1336,1932,122,132,752,293,270,178,192,292
"GRIA1",4,2,8,12,4,0,29,1,0,0,15,13,13,2,2,71,64,1,3,212,3,1,2,10,1,3,137,132,2,5,3,7,20,173,0,11,39,1,0,2,1,15,12,2,1,12
"GRIK2",0,0,1,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,3,0,2,1,1,1,3,0,1,0,0,1,1
"GRIP2",1,0,1,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,2,0,0,2,0,0,0,0,0,0
"GSG1",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"GSTM5",0,0,0,0,1,1,2,0,0,0,1,1,1,2,1,0,0,2,0,0,1,0,4,1,3,0,1,0,3,3,2,7,1,3,17,2,6,4,1,0,1,0,0,0,2,0
"GSTO3P",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"GSX2",1,1,0,1,0,1,2,0,0,0,3,4,0,0,0,33,29,0,0,3,1,1,0,4,4,0,0,0,4,0,0,0,0,65,0,0,1,0,1,0,1,0,0,0,0,0
"GTF2IRD2P1",2,0,2,1,1,1,1,0,1,1,1,2,1,4,2,1,2,3,2,2,10,1,3,4,1,1,1,1,4,0,0,1,3,1,2,2,1,0,0,2,1,1,0,3,1,1
"GUCY1A2",0,0,0,1,2,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,0,1,1,0,2,1,4,1,5,20,4,1,1,6,1,0,0,7,6,1
"GXYLT2",0,0,1,74,1,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,11,15,23,0,1,0,1,1,0,2,3,3,1,1,15,6,6,0,0,0,0,0,0,2,1,0
"GZMA",0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,20,0,0,0
"GZMB",0,0,1,14,3,19,26,14,11,7,3,1,8,28,1,5,7,8,4,2,4,6,8,6,3,1,6,5,6,18,3,29,14,7,9,2,0,7,19,36,2,3,1,3,1,19
"GZMH",1,1,0,15,2,19,11,23,31,32,3,3,1,22,6,2,1,4,9,2,1,6,0,1,0,6,4,3,1,8,1,7,3,2,12,2,1,2,45,61,6,9,9,21,23,6
"GZMK",0,0,0,0,0,14,0,13,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,27,18,5,8,0
"H1-12P",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,1,1,0,0
"H19",0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,4,0,1,1,1,0,0,1,0,0,1,0,2
"H2BP3",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,1,0,0
"H3C13",4,1,0,0,4,0,1,3,1,0,4,1,2,0,0,1,2,0,1,1,0,0,0,2,0,1,1,1,1,0,2,1,2,2,1,0,1,3,0,1,1,4,1,1,3,2
"HAND2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAND2-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"HAR1B",1,0,0,2,11,0,1,3,3,1,2,0,0,3,2,1,0,1,0,0,4,0,0,3,4,1,0,1,2,1,2,9,2,4,0,3,5,5,2,1,1,0,1,1,1,3
"HAUS5-DT",0,3,0,1,2,0,0,0,5,1,1,1,0,3,2,2,0,4,2,0,2,3,1,2,3,0,1,2,3,0,0,1,0,2,1,2,0,0,1,1,1,1,1,0,1,0
"HAVCR1",0,0,0,6,2,0,4,0,1,2,2,0,1,2,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,6,1,4,0,0,0,1,2,0,0,0,1,1,1,0,0,0
"HCP5B",3,0,2,7,6,0,2,5,0,0,9,2,0,10,0,1,0,3,2,15,2,0,0,2,2,1,1,0,2,2,3,0,4,31,3,3,3,5,1,4,4,1,2,6,4,4
"HEATR6-DT",1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,2,4,1,1,1,1,2,0,1,0,2,0,0,0
"HECW2-AS1",1,2,0,1,1,5,1,4,0,0,0,0,0,7,0,0,2,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,1,1,17,6,13,0,0,0,1,8,6,0,0,0
"HELZ-AS1",0,0,0,2,0,2,1,0,1,1,0,0,0,1,0,0,0,1,0,1,2,1,2,2,0,1,0,0,0,3,0,2,0,0,8,4,1,0,1,1,0,2,3,0,0,0
"HEMGN",1,0,2,3,1,11,0,13,0,2,3,1,1,4,0,6,2,9,5,0,0,2,0,1,5,0,11,5,7,0,1,0,3,1,0,1,2,0,3,1,3,4,3,0,0,0
"HERC2P10",13,15,31,5,2,14,52,14,25,15,41,36,32,8,26,56,50,87,95,58,10,14,21,77,67,26,4,3,79,13,4,14,18,2,53,5,1,12,17,13,2,0,1,3,3,16
"HERC2P3",8,6,14,25,110,9,23,10,99,73,9,6,13,169,211,6,10,128,119,13,116,34,69,16,23,166,97,97,11,10,6,9,25,21,309,16,13,18,79,81,6,5,6,10,9,18
"HERC2P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HERC2P8",0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"HEY2",0,2,20,3,27,4,1,6,6,2,5,7,23,7,1,3,1,2,6,1,4,21,25,3,1,0,13,4,0,34,5,44,4,2,20,19,15,2,4,3,10,12,12,8,9,6
"HFM1",0,0,0,4,0,0,0,1,1,0,1,2,1,0,1,0,0,4,4,0,1,0,1,7,0,0,10,5,1,0,1,0,0,1,0,7,2,1,0,0,0,0,1,0,0,0
"HGF",13,12,6,535,4,53,93,42,3,2,24,21,4,33,3,72,61,1,0,61,9,6,12,68,8,1,57,44,14,8,2,5,12,498,20,6,8,121,1,6,3,2,6,3,2,5
"HHIP",5,16,3,2,7,7,2,7,0,2,40,25,2,0,1,1,2,2,2,6,4,3,2,2,0,1,3,0,1,0,1,0,5,267,0,0,4,0,3,0,4,6,13,3,6,4
"HHIP-AS1",36,37,1,1,0,5,3,3,0,0,16,23,0,2,0,2,2,0,0,3,2,0,1,2,0,0,1,1,0,0,1,0,6,160,0,1,1,1,0,0,3,8,8,4,1,1
"HJV",1,0,0,0,1,1,1,1,0,0,2,2,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,3,1,3,0,7,8,1,0,0,1,1,1,0,1,0,1,3
"HKDC1",1,1,1,1,3,6,2,4,2,0,1,3,1,1,1,2,6,0,2,1,1,0,0,1,2,0,0,1,0,1,2,3,5,7,5,5,3,0,2,1,2,4,6,1,0,2
"HLA-DPB2",53,48,8,291,112,151,120,193,23,18,12,6,12,73,150,72,80,20,23,2,383,49,44,76,218,108,54,51,246,28,21,44,1,32,104,183,238,64,14,15,35,19,20,35,34,2
"HLA-T",0,0,2,2,1,0,0,0,0,0,4,1,2,0,0,1,0,0,0,1,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
"HLA-U",6,6,127,4,2,42,3,69,199,190,3,5,121,4,226,204,223,129,130,9,4,132,230,3,0,150,1,1,1,0,1,0,2,2,0,5,8,1,2,3,1,41,37,0,1,1
"HLA-V",0,1,2,1,7,0,11,0,0,0,2,2,1,1,2,0,0,2,2,2,10,1,5,4,1,0,3,7,5,13,5,19,0,7,3,86,118,0,0,4,1,3,5,3,0,1
"HLX",2,6,0,0,0,2,0,6,0,0,3,0,3,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,5,0,0,5,4,3,0,1,0,2,3,0,0,2
"HMCN1",19,10,1,3,2,1,2,1,0,1,4,8,4,0,2,1,0,1,0,5,1,1,3,8,2,2,0,1,2,2,3,1,5,24,8,6,3,3,2,3,4,1,2,5,0,5
"HMCN2",2,0,0,0,8,0,2,1,0,0,0,0,0,0,9,0,1,12,5,1,28,1,2,8,0,6,3,2,0,3,1,5,2,2,0,1,0,2,1,0,0,0,0,0,0,4
