"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACACA",1774.80531669924,-0.00123428932030409,0.0870390354514115,-0.0141808708460828,0.988685681307218,0.998834051244585
"ACACB",66.493999872878,0.144508841205767,0.315108216220371,0.458600676742445,0.646520950567165,0.971443322831361
"ACAD10",573.619899990686,0.0983447301581468,0.0840244456163949,1.17042997947442,0.241827976978338,0.847220768617811
"ACAD11",32.168666609586,0.287192761566982,0.170978301444893,1.6797029748219,0.0930151207145501,0.691023809483717
"ACAD8",612.19545630555,-0.0669955118451211,0.0713234723169025,-0.939319268521426,0.347566848557781,0.89799512736164
"ACAD9",1155.75761408459,0.0145927286382222,0.056144513534758,0.259913706958884,0.794930337924789,0.984251908329799
"ACADL",0.296850242493308,-0.39506906543166,1.7796461159537,-0.221993047881851,0.824319295304792,NA
"ACADM",4472.93305935489,-0.118211714436335,0.0809378922264493,-1.46052375697653,0.144146183218648,0.765586778618331
"ACADS",340.929537141351,-0.00506431292956657,0.100562598183017,-0.0503598059424623,0.959835665932501,0.995113328261628
"ACADSB",889.284151216838,0.00581625455439935,0.0846847096383697,0.0686812835426441,0.945243316588099,0.995052820653497
"ACADVL",3481.94438178938,0.182338972521201,0.0786424846335752,2.31858102361321,0.0204177650294591,0.418130853690899
"ACAN",0.621851907694353,-0.278193017393735,0.943497087086464,-0.294853075013512,0.76810611976768,NA
"ACAP1",3336.61274919574,-0.176205009665096,0.0726276200606333,-2.42614324299751,0.0152602457499159,0.370492865360411
"ACAP2",2104.82635258313,-0.00442756278258772,0.0602456275475439,-0.0734918526509436,0.941414727187003,0.995052820653497
"ACAP2-IT1",14.282697295323,0.211160785428378,0.240251542027198,0.878915421922552,0.379447136164447,0.914405918276307
"ACAP3",564.75527739955,-0.115915904536923,0.0701017302112318,-1.65353842462438,0.0982213326753359,0.697128688047107
"ACAT1",1519.58173604329,0.0407708083978905,0.0566964957374546,0.719106319845385,0.472075413673555,0.940005449820121
"ACAT2",1660.41901302586,-0.00729788333430934,0.0812026537960873,-0.0898724732893026,0.928388555743912,0.994656725898472
"ACBD3",1032.68164422043,-0.0320709788608922,0.0881434310714984,-0.363849903175172,0.71597009561759,0.981351540837128
"ACBD3-AS1",4.30739360144106,0.0873407683169277,0.319235908688941,0.273593182783304,0.784397273529093,0.983648776734008
"ACBD4",248.488874045489,0.0399664138533089,0.0828669960160346,0.482295917250041,0.629595747170876,0.968545072258774
"ACBD5",804.983600940138,0.0125503607380239,0.0420123499369386,0.298730272333308,0.765145857170247,0.983078137260821
"ACBD6",999.17625255751,-0.0324564818583743,0.0392785063809285,-0.826316600320968,0.408624519125683,0.926359830091391
"ACBD7",11.5156954827986,-0.144573481045987,0.312673402821581,-0.462378570551089,0.643809864024228,0.971443322831361
"ACCS",242.152493096043,0.117757343986815,0.361212882732716,0.326005382465693,0.744420282794605,0.983078137260821
"ACCSL",1.41056904242658,1.95370207380671,0.92485366996929,2.11244452743706,0.0346483392090538,0.510620002704274
"ACD",401.190660234568,-0.0216166428334517,0.0621164323036804,-0.348002002558201,0.727838679564228,0.983078137260821
"ACE",1.47145684679688,0.220285355171248,0.751665951681258,0.293062835530243,0.769474123142349,0.983078137260821
"ACE2",0.0218200953584847,-0.112497212063351,3.59025218027407,-0.0313340697016897,0.975003120047279,NA
"ACE3P",0,NA,NA,NA,NA,NA
"ACER1",0.347853814827151,0.276644105281729,1.05916295395365,0.261191258860659,0.793945018640971,NA
"ACER2",87.4633947172285,0.0658779507753467,0.161366363885159,0.408250822471471,0.683089539591045,0.976336279425238
"ACER2P1",0.0150615496655469,0.211679562304252,3.59025218027407,0.0589595247563064,0.952984346564105,NA
"ACER3",354.70416054011,-0.12798889889853,0.0642486823052966,-1.99208597446952,0.0463616255708456,0.566541564442739
"ACHE",91.2523540886847,-0.118796203768913,0.293488841656024,-0.404772471411861,0.685644765696529,0.97645255762269
"ACIN1",4809.35120129512,0.0209392048010149,0.0284278702507876,0.736573109990003,0.461381992420728,0.938482119175792
"ACKR1",24.1480089195518,-0.521498983613686,0.45494533703791,-1.14628932567833,0.25167545813916,0.85179813443382
"ACKR2",5.30408773067183,-0.019872260557369,0.332034709778462,-0.0598499493339959,0.952275143031287,0.995095190267964
"ACKR3",239.57208281223,0.237599759472751,0.370176539708765,0.641855260897091,0.520967165250058,0.949781322634933
"ACKR4",7.51635556506192,0.982616784592601,0.354518412677822,2.77169464110622,0.00557653217259262,0.233232152119471
"ACKR4P1",0.172327012197505,-0.225710047977021,2.34387326392134,-0.0962978892465392,0.923283987434973,NA
"ACLY",5248.79555281019,-0.00806890718096297,0.0520765675164205,-0.15494314556002,0.876866139116348,0.989992617106242
"ACMSD",6.42009116532515,-0.395550684861357,0.253016475369264,-1.56333963740532,0.117972729854575,0.728380911924343
"ACNATP",0,NA,NA,NA,NA,NA
"ACO1",486.028135099417,0.00170623508939655,0.133028461999798,0.0128260904752784,0.98976654101708,0.998834051244585
"ACO2",2642.381572898,0.0264191989626,0.0483671084148397,0.546222419087064,0.584913057208736,0.962226916769348
"ACOD1",0,NA,NA,NA,NA,NA
"ACOT1",15.1067276382767,-0.0254464087767682,0.523209982978393,-0.0486351744129833,0.961210037994367,0.995276832221035
"ACOT11",7.32421895022155,0.556509936105229,0.302669496823695,1.83867202326436,0.0659634407300998,0.62116692677637
"ACOT12",0.351401288277819,-0.676495433067024,1.41589914600617,-0.477785042088072,0.632803208457337,NA
"ACOT13",455.17008608033,-0.0429309952783384,0.0505014368612936,-0.850094530899228,0.395272532034375,0.9213340552951
"ACOT2",155.654692112897,0.0653427364190195,0.176431453522333,0.370357638133658,0.711116033063349,0.981074879441225
"ACOT4",35.6578027580219,0.0170036102269186,0.287757500120392,0.0590900679210956,0.952880369470602,0.995095190267964
"ACOT6",0.0150615496655469,0.211679562304252,3.59025218027407,0.0589595247563064,0.952984346564105,NA
"ACOT7",1240.95948087038,-0.034766583775006,0.0817036352769284,-0.425520647363698,0.670457173284081,0.975725702111148
"ACOT8",301.611064073173,-0.0344088537563055,0.0505474511584421,-0.680723814311629,0.496046264761917,0.947980963833844
"ACOT9",777.143165110404,0.179219714956429,0.0942766952183708,1.90099700187101,0.0573024053188551,0.601928332441102
"ACOX1",728.453418535087,0.0997482055058579,0.0581550286192958,1.71521204398069,0.086306357501012,0.677456718986288
"ACOX2",0.149569209284826,0.657463842668512,2.77405806331952,0.23700435523032,0.812653411523448,NA
"ACOX3",409.266666201867,0.0574995895094484,0.070235458686579,0.818668954182195,0.412975314098992,0.926359830091391
"ACOXL",128.255410161416,-0.086752172716885,0.389372132798218,-0.222800158022203,0.823691045015285,0.985840016458399
"ACOXL-AS1",16.6059530459144,0.039729081531259,0.452031053223747,0.0878901598638485,0.929963977629155,0.994720472644132
"ACP1",2056.39903490656,0.00759432301339047,0.0292117383156959,0.259975046035173,0.794883022317379,0.984251908329799
"ACP2",314.870547725477,0.0317337986240908,0.131766517187226,0.240833553936926,0.809684122600785,0.985005856468478
"ACP3",20.0463165309433,-0.651437784843033,0.658123268914984,-0.98984159292381,0.322251551414642,0.886325604588684
"ACP4",2.97972851961588,-0.416296634538596,0.378316320672026,-1.10039300921277,0.271160923080137,0.860557099389965
"ACP5",507.745816384437,-0.016869551841646,0.241104559833158,-0.0699677843227833,0.944219301160656,0.995052820653497
"ACP6",228.702749628199,-0.151279299792104,0.259435896052698,-0.583108590961429,0.55982020078659,0.958547215054877
"ACP7",0.0483096054360976,0.233838043574247,3.59025218027407,0.065131370119075,0.948069403708078,NA
"ACR",0.0270647360937337,0.259780648786798,3.59025218027407,0.0723572149650411,0.942317633014659,NA
"ACRBP",21.6051625990379,0.260680539129701,0.353552274420697,0.737318235491009,0.46092884530279,0.938370569097479
"ACRP1",0.125404850775936,-0.0501296139824004,3.49530603967341,-0.0143419813353695,0.988557146807241,NA
"ACRV1",10.7345648549519,-0.325056921021752,0.284622216254007,-1.14206447163513,0.253427222005221,0.852941807440372
"ACSBG1",15.8031948123552,-0.249039249876675,0.183931962147125,-1.35397484466279,0.175744403327027,0.803788819064534
"ACSBG2",10.1450402662987,-0.109987567541079,0.242644152483411,-0.453287525849602,0.65034171399031,0.972637063485347
"ACSF2",244.290859112009,-0.17800148669017,0.127448026823073,-1.39665941582035,0.162516013895022,0.788401151049575
"ACSF3",752.96701271451,0.0484752032929565,0.0795166550717447,0.609623270108875,0.542111393177864,0.955547676315547
"ACSL1",2325.40097928756,0.077365930402488,0.0981758509990246,0.788034222420508,0.430676688438501,0.930341139098858
"ACSL3",1523.06565453763,0.0137898662711508,0.115100463542005,0.119807217510625,0.904635864382786,0.991401740964483
"ACSL3-AS1",0.0516762018625966,0.222812085801148,3.59025218027407,0.062060288417996,0.950514821260376,NA
"ACSL4",2930.07386273064,0.077373462231085,0.132405865511642,0.58436582044231,0.558974217337611,0.958547215054877
"ACSL5",1530.52539005571,0.0115611642020607,0.062051934192098,0.186314324486164,0.852198274823282,0.98808448608309
"ACSL6",0.279251625003669,0.585565992243474,1.23794803280446,0.473013387255786,0.636203628194663,NA
"ACSL6-AS1",0,NA,NA,NA,NA,NA
"ACSM1",2.75044435647969,0.733786274576893,0.4477936902279,1.63867042030771,0.101281917608221,0.705789782455597
"ACSM2A",0.026420955624906,0,3.59025218027407,0,1,NA
"ACSM2B",0.0142333186433424,0.211679562304252,3.59025218027407,0.0589595247563064,0.952984346564105,NA
"ACSM3",218.386419811519,0.122198622313855,0.295676665913459,0.413284632848306,0.679398087378477,0.976336279425238
"ACSM4",2.88033382330117,-0.441346799006971,0.83073147262304,-0.531274922826044,0.595228280426128,0.962746998855879
"ACSM5",0.114630215174743,0.337717812481898,3.54012221695478,0.0953972184532103,0.923999325356599,NA
"ACSM5P1",0,NA,NA,NA,NA,NA
"ACSM6",2.53106535613168,-0.651997822972811,0.471704672730106,-1.38221616334478,0.166905338640158,0.794598733254911
"ACSS1",1203.16588872979,-0.0470828611450454,0.13600826311302,-0.346176475365474,0.729210092945733,0.983078137260821
"ACSS2",226.93517350341,-0.172734152534869,0.332036814338624,-0.520225905910264,0.602906131306368,0.963613102308972
"ACSS3",17.8374398041814,-0.195763250310389,0.529326842329282,-0.369834353098249,0.711505917130381,0.981074879441225
"ACTA1",1.34929441353131,-0.115567693441695,0.567321250987632,-0.203707675748982,0.838581943591313,0.987244436071488
"ACTA2",187.09915329598,0.226848626276772,0.203261423795488,1.11604367440138,0.2644034403107,0.860543849925863
